date,spain_industrial_production,spain_exchange_rates_per_USD,spain_international_reserves_liquidity,spain_consumer_prices,us_international_reserves_liquidity,us_consumer_prices,spain_nominal_exchange_rate_growth,spain_real_exchange_rate,spain_real_exchange_rate_growth,spain_inflation_rate,spain_industrial_production_growth,spain_industrial_production_growth_vs_12_months_ago,spain_international_reserves_liquidity_index,us_inflation_rate,us_international_reserves_liquidity_index
1970-12-01,49.2078468673706,70.00000007,1817.49,5.32525306274094,14486.89,18.2522339496137,0.0,239.92406796401107,0.0022064029489266,0.0028378406815285917,-0.038496791934005126,0.047167456950337305,780.0386266094421,0.00505050505050364,67.44958818517468
1971-01-01,49.2664834818455,70.00000007,1982.15,5.38147389745602,14698.99,18.2522339496137,0.0,237.41755550549092,-0.010447107202667727,0.010557401508003439,0.0011916110581497996,0.027390560039129763,850.7081545064378,0.0,68.43710570301843
1971-02-01,50.0991234073897,70.00000007,2009.15,5.37741577165488,14533.79,18.2980938339093,0.0,238.19370196482603,0.0032691199169438967,-0.0007540918860646784,0.016900737919543607,0.035636363636364354,862.2961373390558,0.002512562814075192,67.66795014456586
1971-03-01,53.1482273600866,70.00000007,2077.15,5.43421584995159,14341.59,18.3439537182048,0.0,236.29476579769127,-0.007972234998115835,0.010562709061127773,0.06086142322097299,0.11406096361848506,891.4806866952791,0.0025062656641599013,66.77308514254054
1971-04-01,51.6002207379482,70.00000007,2132.52,5.49159517182991,14307.13,18.3898136025003,0.0,234.41038772589607,-0.007974692395042449,0.010558896345427726,-0.02912621359223222,0.0034207525655658433,915.2446351931329,0.0024999999999992806,66.61264264529918
1971-05-01,52.3155874345424,70.00000007,2240.52,5.52521068369937,13810.51,18.4815333710913,0.0,234.14624551545688,-0.0011268366261484308,0.006121265464340331,0.013863636363634857,0.06824712643678077,961.5965665236052,0.004987531172068405,64.30042694651762
1971-06-01,53.2185912974565,70.00000007,2357.52,5.54839410988334,13503.91,18.6191130239778,0.0,234.90362926096967,0.0032346610719529156,0.004195935234174053,0.01726070387805434,0.07230623818525528,1011.8111587982833,0.007444168734489498,62.87292637616921
1971-07-01,52.1983142055926,70.00000007,2579.52,5.54839410988334,13282.51,18.6649729082733,0.0,235.4822096286074,0.0024630541871915046,0.0,-0.019171441163506664,0.0790303030303039,1107.0901287553647,0.0024630541871915046,61.84210893887262
1971-08-01,41.6789055687881,69.503999999,2824.52,5.55824695198721,12127.81,18.7108327925689,-0.007085715292914241,233.97264166735977,-0.0064105393083768725,0.0017758006927302006,-0.2015277465738048,0.08254645141638739,1212.2403433476395,0.0024570024570071958,56.46593506874444
1971-09-01,51.6588573524231,69.277999999,2947.52,5.62432062880616,12130.21,18.7108327925689,-0.003251611418094602,230.47211560910324,-0.014961262279686749,0.011887502910486347,0.23944850872256684,0.07859941234084178,1265.030042918455,0.0,56.47710924150646
1971-10-01,52.9136809021868,68.888999999,3053.52,5.68633617982397,12145.9,18.7566926768644,-0.005615058171506315,227.23415586690746,-0.014049247275048193,0.01102631857440417,0.024290578887626868,0.06616257088846877,1310.5236051502147,0.002450980392156188,56.550160395938185
1971-11-01,54.6493246906451,68.535,3135.53,5.76342118591001,12130.3,18.7566926768644,-0.005138701374749921,223.042857903839,-0.018444841388736144,0.013556181634063469,0.03280141843971718,0.06782768102658099,1345.7210300429185,0.0,56.47752827298505
1971-12-01,54.4147782327453,67.417999999,3224.86173411526,5.83876846125121,12314.5652264574,18.8484124454554,-0.016298241788866963,217.63532475417875,-0.024244368102526836,0.01307335919252317,-0.004291845493562985,0.10581506196377366,1384.0608300923861,0.004889975550120829,57.335449720680145
1972-01-01,56.3849684791033,65.907999999,3348.3207211903,5.8434046903907,13084.0302943402,18.8484124454554,-0.022397579281829838,212.5920132622487,-0.023173221064303418,0.0007940423002312791,0.03620689655172371,0.14448940728397908,1437.047519824163,0.0,60.91800622187344
1972-02-01,57.9916117157167,65.907999999,3449.3207211903,5.83876846125121,12534.8188508733,18.9401322140464,0.0,213.79615277241635,0.005664086301691018,-0.0007934122973057844,0.028494176372712454,0.1575374531835192,1480.3951593091415,0.004866180048660684,58.36092974179886
1972-03-01,61.6388091360581,65.046,3593.3207211903,5.89556739930464,12475.161720429,18.9859920983419,-0.013078837151985656,209.4731106245018,-0.02022039261163122,0.009727896975256778,0.06289180990900012,0.15975286849073322,1542.1977344164377,0.002421307506052628,58.083171790935886
1972-04-01,59.2464352654805,64.553,3650.30986401641,5.89556739930464,12472.705664602,19.0318519826374,-0.007579251606555482,208.38760000947428,-0.005182100040388438,0.0,-0.038812785388127935,0.14818181818181775,1566.6565939984591,0.0024154589371974122,58.07173662755085
1972-05-01,61.1697162202585,64.546,3784.37500705974,5.92454668203461,13344.5165326372,19.077711866933,-0.00010843802766702382,207.84543632630692,-0.0026017079861887504,0.004915435744723862,0.03246239113222371,0.16924456399910337,1624.1952819998883,0.0024096385542216048,62.130805483898484
1972-06-01,63.0226332376667,64.456999999,4104.37500705974,5.93845764993961,13338.5965500153,19.1235717512285,-0.001378861602578052,207.5704058211726,-0.0013232453403621003,0.0023480223300769154,0.03029141104294575,0.18422212428382667,1761.5343377938796,0.002403846153845368,62.103242605329626
1972-07-01,58.4137953399363,63.465999999,4340.37500705974,6.01959850134026,13089.5908500044,19.2152915198195,-0.015374590812718303,202.59120127465712,-0.023988027227760056,0.013663623820147075,-0.07312988462969905,0.11907436531116478,1862.8218914419485,0.004796163069543002,60.94389564255871
1972-08-01,46.9327462257428,63.472999999,4577.38586423363,6.08161519260134,13123.150863038,19.261151404115,0.00011029527621264634,201.0260472483451,-0.0077256762212003505,0.01030246307079663,-0.19654687813692095,0.12605514912774285,1964.5432893706566,0.0023866348448682295,61.10014788569753
1972-09-01,61.4628992926332,63.464999999,4694.38586423363,6.16739341338475,13216.7965934605,19.3070112884105,-0.00012603784286435715,198.67704056959022,-0.01168508614136432,0.014104513039194577,0.3095952023988011,0.18978433598183786,2014.7578816453347,0.0023809523809517064,61.5361535399337
1972-10-01,62.659086227922,63.484999999,4801.38586423363,6.2097044204381,13312.465178233,19.3987310570015,0.0003151343260114903,198.32319829604,-0.0017809922703487802,0.006860435879041615,0.019461934745277576,0.18417553191489366,2060.6806284264508,0.004750593824226712,61.981577412494595
1972-11-01,64.9928234840247,63.470999999,4911.38586423363,6.21955726254196,13306.3509064832,19.4445909412971,-0.0002205245333578576,198.4333577967918,0.0005554544385037996,0.0015866845564229681,0.03724499344937371,0.18927038626609427,2107.890928855635,0.0023640661938579832,61.95310994214199
1972-12-01,63.6207267053111,63.478999999,5014.38586423363,6.26766298589804,13150.3223521224,19.4904508255926,0.00012604181437403383,197.39962578109635,-0.00520946693223856,0.00773458967020102,-0.02111151208949802,0.16918103448275956,2152.096937439326,0.002358490566036986,61.226655766210236
1973-01-01,65.9427366385187,63.469999999,5164.38586423363,6.31461022209088,13053.3395064615,19.5363107098881,-0.00014177917106672489,196.3651907443442,-0.005240309005951516,0.007490389368169481,0.036497695852533374,0.16950915141430967,2216.4746198427597,0.0023529411764700026,60.77511281939045
1973-02-01,64.8169136405999,61.080999999,5259.42704660164,6.32446192395148,13195.6212711269,19.6738903627746,-0.037639829841462746,190.0084009800073,-0.032372284213107116,0.001560144096643512,-0.01707273697314482,0.11769464105156846,2257.2648268676567,0.007042253521124975,61.43756324408072
1973-03-01,69.0035679141107,58.234999999,5280.42704660164,6.37662577310869,13201.4117289419,19.8573298999567,-0.046593867160763414,181.3485137517118,-0.04557633864413546,0.008247950542584315,0.06459200289487965,0.11948249619482487,2266.277702404137,0.009324009324011895,61.464523067412394
1973-04-01,65.4150071082443,58.029999999,5425.46323696298,6.46704136327485,13172.7851531187,19.9949095528432,-0.0035202197991504036,179.4181506122188,-0.010644493850861747,0.014179221642182327,-0.052005438477226495,0.1041171813143309,2328.5249944047123,0.006928406466510939,61.33124044081507
1973-05-01,69.2967509864854,58.062999999,5562.55974459323,6.5620931825805,13184.8867274044,20.1324892057297,0.000568671376883767,178.1371718151171,-0.00713962769502785,0.01469788330803512,0.05934026532807479,0.13286042944785392,2387.364697250313,0.006880733944952366,61.3875842248821
1973-06-01,70.0121176830797,58.043999999,5710.55974459323,6.66178237126891,13183.1597233707,20.2700688586163,-0.0003272307665866947,176.61277586664073,-0.008557427587648547,0.01519167526499654,0.010323235742088377,0.11090435429847423,2450.884010555034,0.0068337129840576605,61.379543457618226
1973-07-01,64.62927647428,57.546999999,6386.55974459323,6.73307152080896,13187.8644703454,20.3159287429118,-0.008562469850605825,173.6385463506205,-0.016840398444708637,0.010701212613535294,-0.07688442211055413,0.1064043364786178,2741.012765919841,0.002262443438913575,61.40144831407527
1973-08-01,51.3539469571534,56.907999999,6530.55974459323,6.84377317900774,13193.4136590849,20.6828078172759,-0.011103967192227393,171.98366989355816,-0.009530582303543977,0.016441479621395638,-0.2054073670840132,0.09420289855072572,2802.815341027137,0.01805869074492117,61.42728481143537
1973-09-01,66.5408301061631,56.765999999,6634.55974459323,6.96200842449737,13197.9977715218,20.7286677015714,-0.002495255500149174,169.01495645800307,-0.017261600693789347,0.017276324389636333,0.29572961863439073,0.0826178210265216,2847.4505341601844,0.002217294900221045,61.44862800490639
1973-10-01,69.7775712251799,56.884999999,6714.57180804701,7.07213083911453,14367.4612494209,20.9121072387534,0.002096325265160459,168.20746777989723,-0.0047776166975287415,0.015817621568751772,0.04864293267536213,0.1136065880591437,2881.7904755566565,0.008849557522121687,66.89353923028992
1973-11-01,71.5132150136381,57.199999999,6694.57180804701,7.08082519405515,14372.7691690847,21.04968689164,0.005537487914310191,170.04262316652532,0.010910070824140972,0.0012293826483713577,0.024873949579831134,0.10032479249368387,2873.206784569532,0.006578947368424126,66.91825240167752
1973-12-01,68.2764738946214,56.891999999,6771.57180804701,7.1579102001412,14377.9564542107,21.1872665445265,-0.005384615384709468,168.39914647242102,-0.009665086691204583,0.010886443878146856,-0.04526074122663104,0.07317972350230373,2906.2539948699614,0.006535947712416723,66.94240391007911
1974-01-01,75.3949588918792,58.054999999,6596.57180804701,7.20021892670801,14565.3941164779,21.3707060817086,0.02044224144028073,172.31091917915722,0.02322917181398454,0.005910765207137736,0.10425970456887579,0.14333985417037187,2831.146698732622,0.00865800865801103,67.81509591853052
1974-02-01,72.8266751778768,59.047999999,6607.57180804701,7.2245619802985,14643.1558030317,21.6458653874816,0.017104469899527963,176.9166162410801,0.026728991313279327,0.0033808768647565213,-0.034064395706952744,0.12357517640672944,2835.8677287755404,0.01287553648068318,68.17714696845485
1974-03-01,75.5122321208291,59.067999999,6469.57180804701,7.38163049086523,14588.2573773174,21.9210246932547,0.00033870749221542873,175.41261218122494,-0.008501202949787845,0.021740904292198993,0.03687600644122391,0.09432358939496832,2776.640260964382,0.01271186440678096,67.92154509624875
1974-04-01,72.4631281681322,58.450999999,6268.59593495457,7.54333523057144,14642.0241908209,22.0127444618457,-0.01044558813588492,170.57003131754755,-0.027606799781730418,0.021906371486126286,-0.04037894082932081,0.10774471136608077,2690.3845214397297,0.004184100418408887,68.17187828914523
1974-05-01,74.5623189663351,57.416999999,6179.69244258483,7.63838819012036,14869.4807927516,22.2879037676188,-0.017690030966410975,167.53594328424884,-0.01778793150157887,0.01260091943994368,0.02896908884932836,0.07598578439668269,2652.228516130828,0.012500000000001288,69.230894691577
1974-06-01,74.2574085710654,57.273999999,6100.69244258483,7.6714244584082,14946.2171460284,22.4713433048008,-0.002490551578844147,167.76854460269868,0.0013883666626401947,0.004325031337183205,-0.004089336269267108,0.060636515912897426,2618.322936731687,0.008230452674895083,69.58817188684475
1974-07-01,69.0035679141107,57.043999999,6329.905687951,7.76241929215598,14911.9068463669,22.6547828419829,-0.0040157837763036275,166.48410550578254,-0.007656018593699354,0.011861530311759072,-0.0707517372078329,0.06768281618581162,2716.697720150644,0.008163265306124767,69.42842638020542
1974-08-01,58.4137953399363,57.240999999,6344.63168588748,7.89050851999274,15460.1359010438,22.929942147756,0.0034534745109644494,166.34324836366554,-0.0008460696094024778,0.01650119930602001,-0.15346702923181565,0.1374743092030144,2723.0178909388324,0.012145748987855587,71.98092895108879
1974-09-01,71.2083046183684,57.670999999,6466.33745302223,8.01454076227163,15893.1802699469,23.205101453529,0.007512097971864806,166.97917517658883,0.003822979406612248,0.01571916967894027,0.219032322826741,0.07014451885794837,2775.2521257606136,0.01199999999999668,73.99714253098226
1974-10-01,74.5623189663351,57.414999999,6348.88341057612,8.09973973947342,15889.6951457309,23.4344008750066,-0.004438972794028828,166.11473571897042,-0.005176929738119784,0.010630550112473713,0.047101449275363194,0.06857142857142873,2724.8426654833133,0.009881422924902905,73.98091612261281
1974-11-01,70.7861209941488,57.075999999,6275.90933704488,8.32346117044071,15839.2019939946,23.6178404121886,-0.005904380388503161,161.95328262354158,-0.025051679355340917,0.027620817231571282,-0.050644856873231725,-0.010167267956707526,2693.52332062012,0.007827788649704459,73.74582478894595
1974-12-01,67.0216503448576,56.477999999,6476.22146078679,8.43763943037247,15883.8475491293,23.8012799493707,-0.010477258392502575,159.31573043023675,-0.016285882882879132,0.013717641927284419,-0.053180914512922284,-0.018378564067331737,2779.49418917888,0.007766990291264264,73.95369026650076
1975-01-01,66.8340131785378,56.195999999,6280.32227450391,8.5558746758621,15948.0125553614,23.8929997179617,-0.004993094656414732,156.93205697772703,-0.014961946607987442,0.014012834568875254,-0.002799650043744384,-0.11354798568984292,2695.417285194811,0.0038535645472053126,74.25243646021484
1975-02-01,68.2459993724506,56.157999999,6226.76520357541,8.6375970513309,16132.2953258836,24.0764392551438,-0.0006762047120912884,156.53481722187502,-0.0025312849617996624,0.009551609690982898,0.021126760563380698,-0.06289832392098149,2672.4314178435234,0.007677543186182634,75.11043959141452
1975-03-01,71.6347662378412,55.785999999,6245.19048946532,8.69381788604599,16255.8009837789,24.1681590237348,-0.006624167527451541,155.0808789585875,-0.00928827393861309,0.006508851290582873,0.04965517241379258,-0.05134884473794199,2680.3392658649445,0.003809523809522819,75.68547024075174
1975-04-01,70.7875745214936,56.300999999,5970.688648531,8.84682827081158,16182.6316473342,24.2598787923258,0.009231706880027835,154.38927873946125,-0.004459609874347792,0.01759990682703161,-0.011826544021024232,-0.023122844527922015,2562.527316966094,0.00379506641366123,75.34480073812023
1975-05-01,70.2227800439285,55.904999999,6062.67522836975,8.95579105802223,16279.8525817364,24.3974584452123,-0.007033622848742205,152.29697806911594,-0.013552111179145787,0.01231659345871483,-0.007978723404255206,-0.05820016038350295,2602.006535781008,0.005671077504724398,75.79745220357668
